Filename,ExecutionTime,K,MaxIters,Resolution,Pixels
00000155_(2).jpg,6.8329,16,10,800x800,640000
00000155_(3).jpg,10.8049,16,10,1021x1024,1045504
00000155_(4).jpg,4.1047,16,10,533x799,425867
00000155_(5).jpg,5.9419,16,10,705x799,563295
00000155_(6).jpg,17.3091,16,10,1600x1066,1705600
00000156.jpg,6.5552,16,10,800x800,640000
00000156_(2).jpg,6.5620,16,10,769x799,614431
00000156_(3).jpg,7.2387,16,10,1024x683,699392
00000156_(4).jpg,6.7529,16,10,800x800,640000
00000156_(5).jpg,18.4358,16,10,1600x1066,1705600
00000156_(6).jpg,4.7846,16,10,600x800,480000
00000157.jpg,6.9721,16,10,800x800,640000
00000157_(2).jpg,7.9977,16,10,799x1023,817377
00000157_(3).jpg,4.5331,16,10,632x800,505600
00000157_(4).jpg,7.2133,16,10,1024x768,786432
00000157_(5).jpg,13.7922,16,10,1600x787,1259200
00000157_(6).jpg,7.9191,16,10,1024x683,699392
00000158.jpg,7.1186,16,10,800x800,640000
00000158_(2).jpg,7.9497,16,10,1024x768,786432
00000158_(3).jpg,7.2179,16,10,1024x683,699392
00000158_(4).jpg,5.8173,16,10,975x653,636675
00000158_(5).jpg,2.5697,16,10,640x436,279040
00000158_(6).jpg,3.9984,16,10,534x800,427200
00000159.jpg,6.7114,16,10,1024x685,701440
00000159_(2).jpg,8.7020,16,10,1024x847,867328
00000159_(3).jpg,3.8399,16,10,795x498,395910
00000159_(4).jpg,8.0135,16,10,1024x768,786432
00000159_(5).jpg,7.2112,16,10,1024x683,699392
00000159_(6).jpg,3.5898,16,10,487x700,340900
00000160.jpg,7.3411,16,10,999x666,665334
00000160_(2).jpg,15.9130,16,10,1600x900,1440000
00000160_(3).jpg,4.7035,16,10,1024x662,677888
00000160_(4).jpg,2.9545,16,10,640x640,409600
00000160_(5).jpg,3.7617,16,10,1024x576,589824
00000160_(6).jpg,4.8081,16,10,1024x768,786432
00000161.jpg,8.5424,16,10,1600x900,1440000
00000161_(2).jpg,9.7633,16,10,1600x1066,1705600
00000161_(3).jpg,4.0286,16,10,1024x683,699392
00000161_(4).jpg,4.0614,16,10,1023x682,697686
00000161_(5).jpg,4.6165,16,10,768x1024,786432
00000161_(6).jpg,9.8445,16,10,1600x1063,1700800
00000162.jpg,5.9497,16,10,1024x1024,1048576
00000162_(2).jpg,4.1243,16,10,1023x682,697686
00000162_(3).jpg,2.7771,16,10,600x800,480000
00000162_(4).jpg,9.7351,16,10,1600x1066,1705600
00000162_(5).jpg,4.1641,16,10,1023x704,720192
00000162_(6).jpg,4.0635,16,10,681x1024,697344
00000163.jpg,1.3494,16,10,639x375,239625
00000163_(2).jpg,2.4636,16,10,533x800,426400
00000163_(3).jpg,3.1545,16,10,1024x517,529408
00000163_(4).jpg,14.0730,16,10,1600x1067,1707200
00000163_(5).jpg,3.5702,16,10,496x640,317440
00000163_(6).jpg,7.1989,16,10,1024x683,699392
00000164.jpg,6.4716,16,10,800x800,640000
00000164_(2).jpg,7.0323,16,10,800x800,640000
00000164_(3).jpg,10.4459,16,10,1024x859,879616
00000164_(4).jpg,20.0560,16,10,1599x1084,1733316
00000164_(5).jpg,8.6472,16,10,1024x826,845824
00000164_(6).jpg,2.8684,16,10,640x427,273280
00000165.jpg,18.0140,16,10,1600x1066,1705600
00000165_(2).jpg,14.0595,16,10,1600x900,1440000
00000165_(3).jpg,15.1931,16,10,1600x996,1593600
00000165_(4).jpg,1.5719,16,10,333x500,166500
00000165_(5).jpg,7.1739,16,10,1024x678,694272
00000165_(6).jpg,7.2988,16,10,1024x768,786432
00000166.jpg,6.7372,16,10,1023x681,696663
00000166_(2).jpg,6.2785,16,10,1000x667,667000
00000166_(3).jpg,6.5877,16,10,1023x655,670065
00000166_(4).jpg,6.4343,16,10,1024x683,699392
00000166_(5).jpg,3.1540,16,10,639x503,321417
00000166_(6).jpg,5.6255,16,10,612x800,489600
00000167.jpg,6.0069,16,10,800x800,640000
00000167_(2).jpg,16.6623,16,10,1600x1066,1705600
00000167_(3).jpg,7.6096,16,10,1024x683,699392
00000167_(4).jpg,6.7968,16,10,1024x683,699392
00000167_(5).jpg,18.7221,16,10,1600x1060,1696000
00000167_(6).jpg,6.8959,16,10,1024x683,699392
00000168.jpg,17.0109,16,10,1600x1067,1707200
00000168_(2).jpg,15.7358,16,10,1600x1001,1601600
00000168_(3).jpg,7.8690,16,10,1024x750,768000
00000168_(4).jpg,16.2986,16,10,1600x1066,1705600
00000168_(5).jpg,16.6539,16,10,1599x1062,1698138
00000168_(6).jpg,6.7828,16,10,1024x683,699392
00000169.jpg,5.0133,16,10,800x600,480000
00000169_(2).jpg,4.6746,16,10,533x799,425867
00000169_(3).jpg,15.4187,16,10,1600x1071,1713600
00000169_(4).jpg,4.5221,16,10,600x800,480000
00000169_(5).jpg,6.8831,16,10,1024x664,679936
00000169_(6).jpg,2.9316,16,10,640x480,307200
00000170.jpg,6.3883,16,10,1024x582,595968
00000170_(2).jpg,18.2789,16,10,1600x1059,1694400
00000170_(3).jpg,17.5519,16,10,1600x1067,1707200
00000170_(4).jpg,17.1712,16,10,1600x1067,1707200
00000170_(5).jpg,18.6816,16,10,2048x870,1781760
00000170_(6).jpg,8.4318,16,10,1024x768,786432
00000171.jpg,8.2585,16,10,1024x768,786432
00000171_(2).jpg,17.8193,16,10,1599x1066,1704534
00000171_(3).jpg,9.5370,16,10,1024x683,699392
00000171_(4).jpg,17.4131,16,10,1600x1067,1707200
00000171_(5).jpg,7.8448,16,10,1024x768,786432
00000171_(6).jpg,6.5729,16,10,800x800,640000
00000172.jpg,7.6129,16,10,1023x681,696663
00000172_(2).jpg,6.7967,16,10,800x800,640000
00000172_(3).jpg,18.7545,16,10,1599x1066,1704534
00000172_(4).jpg,2.8203,16,10,640x426,272640
00000172_(5).jpg,6.2036,16,10,1024x576,589824
00000172_(6).jpg,6.6271,16,10,800x800,640000
00000173.jpg,17.8899,16,10,1600x1065,1704000
00000173_(2).jpg,2.6280,16,10,640x428,273920
00000173_(3).jpg,6.4237,16,10,1024x681,697344
00000173_(4).jpg,4.1772,16,10,600x800,480000
00000173_(5).jpg,16.2668,16,10,1600x1066,1705600
00000173_(6).jpg,2.5384,16,10,640x427,273280
00000174.jpg,6.1613,16,10,1024x666,681984
00000174_(2).jpg,15.8404,16,10,1600x1066,1705600
00000174_(3).jpg,6.6620,16,10,1024x680,696320
00000174_(4).jpg,7.3283,16,10,1024x716,733184
00000174_(5).jpg,7.7098,16,10,767x1024,785408
00000174_(6).jpg,18.3348,16,10,1600x1067,1707200
00000175.jpg,13.8553,16,10,1600x900,1440000
00000175_(2).jpg,14.7168,16,10,1600x971,1553600
00000175_(3).jpg,16.1944,16,10,1600x1064,1702400
00000175_(4).jpg,16.2772,16,10,1600x1067,1707200
00000175_(5).jpg,7.3771,16,10,1024x768,786432
00000175_(6).jpg,7.3172,16,10,1024x768,786432
00000176.jpg,5.5017,16,10,800x800,640000
00000176_(2).jpg,15.6127,16,10,1600x1066,1705600
00000176_(3).jpg,6.2093,16,10,1024x654,669696
00000176_(4).jpg,2.9554,16,10,890x350,311500
00000176_(5).jpg,7.3755,16,10,1024x771,789504
00000176_(6).jpg,7.6595,16,10,1024x768,786432
00000177.jpg,4.1574,16,10,533x799,425867
00000177_(2).jpg,7.4452,16,10,768x1024,786432
00000177_(3).jpg,14.7722,16,10,1600x980,1568000
00000177_(4).jpg,15.9818,16,10,1600x1066,1705600
00000177_(5).jpg,9.8213,16,10,1015x1023,1038345
00000177_(6).jpg,6.8279,16,10,1024x683,699392
00000178.jpg,5.9282,16,10,800x800,640000
00000178_(2).jpg,5.8715,16,10,800x800,640000
00000178_(3).jpg,2.6289,16,10,640x429,274560
00000178_(4).jpg,14.3821,16,10,1600x965,1544000
00000178_(5).jpg,6.6188,16,10,1024x679,695296
00000178_(6).jpg,7.3230,16,10,1024x768,786432
00000179.jpg,16.3265,16,10,1600x1066,1705600
00000179_(2).jpg,7.1666,16,10,1024x769,787456
00000179_(3).jpg,15.7840,16,10,1600x1066,1705600
00000179_(4).jpg,6.5833,16,10,1024x683,699392
00000179_(5).jpg,2.1606,16,10,640x360,230400
00000179_(6).jpg,13.2398,16,10,1600x900,1440000
00000180.jpg,6.2592,16,10,800x800,640000
00000180_(2).jpg,7.2369,16,10,1024x768,786432
00000180_(3).jpg,18.7663,16,10,1600x1067,1707200
00000180_(4).jpg,18.3480,16,10,1600x1066,1705600
00000180_(5).jpg,18.4243,16,10,1600x1065,1704000
00000180_(6).jpg,8.0012,16,10,1024x778,796672
00000181.jpg,17.6816,16,10,1600x1066,1705600
00000181_(2).jpg,8.4889,16,10,1600x554,886400
00000181_(3).jpg,17.7779,16,10,1600x1067,1707200
00000181_(4).jpg,17.7536,16,10,1600x1067,1707200
00000181_(5).jpg,6.9189,16,10,1024x681,697344
00000181_(6).jpg,2.6709,16,10,640x427,273280
00000182.jpg,6.4680,16,10,800x800,640000
00000182_(2).jpg,6.2285,16,10,1024x624,638976
00000182_(3).jpg,17.2114,16,10,1600x1064,1702400
00000182_(4).jpg,3.2365,16,10,640x480,307200
00000182_(5).jpg,17.4349,16,10,1600x1066,1705600
00000182_(6).jpg,7.0230,16,10,1000x669,669000
00000182_(7).jpg,7.9264,16,10,1024x768,786432
00000183.jpg,6.6164,16,10,800x800,640000
00000183_(2).jpg,8.4762,16,10,1024x768,786432
00000183_(3).jpg,8.6722,16,10,1023x709,725307
00000183_(4).jpg,3.4524,16,10,640x480,307200
00000183_(5).jpg,18.4126,16,10,1600x1066,1705600
00000183_(6).jpg,7.3051,16,10,1024x715,732160
00000183_(7).jpg,8.4915,16,10,1024x768,786432
00000184.jpg,6.9502,16,10,1024x634,649216
00000184_(2).jpg,18.7213,16,10,1600x1066,1705600
00000184_(3).jpg,18.6871,16,10,1600x1065,1704000
00000184_(4).jpg,7.5768,16,10,1024x678,694272
00000184_(5).jpg,8.2659,16,10,768x1024,786432
00000184_(6).jpg,18.1249,16,10,1600x1066,1705600
00000185.jpg,6.6305,16,10,800x800,640000
00000185_(2).jpg,18.1081,16,10,1600x1066,1705600
00000185_(3).jpg,8.1478,16,10,1024x768,786432
00000185_(4).jpg,4.8360,16,10,1024x469,480256
00000185_(5).jpg,7.0728,16,10,1024x683,699392
00000185_(6).jpg,7.5485,16,10,1024x684,700416
00000186.jpg,6.6013,16,10,800x800,640000
00000186_(2).jpg,5.8800,16,10,598x900,538200
00000186_(3).jpg,7.6677,16,10,1024x699,715776
00000186_(4).jpg,16.5093,16,10,1600x937,1499200
00000186_(5).jpg,3.1643,16,10,480x640,307200
00000186_(6).jpg,7.4952,16,10,1024x683,699392
00000187.jpg,10.5484,16,10,1599x584,933816
00000187_(2).jpg,18.1394,16,10,1600x1042,1667200
00000187_(3).jpg,18.5370,16,10,1600x1064,1702400
00000187_(4).jpg,7.1499,16,10,1023x680,695640
00000187_(5).jpg,16.0834,16,10,1600x915,1464000
00000187_(6).jpg,3.2576,16,10,640x480,307200
00000188.jpg,7.6069,16,10,800x800,640000
00000188_(2).jpg,18.6501,16,10,1599x1066,1704534
00000188_(3).jpg,19.1357,16,10,1600x1066,1705600
00000188_(4).jpg,19.0725,16,10,1600x1066,1705600
00000188_(5).jpg,18.7938,16,10,1600x1077,1723200
00000188_(6).jpg,8.5216,16,10,1024x768,786432
00000189.jpg,7.2322,16,10,683x1024,699392
00000189_(2).jpg,17.3336,16,10,1600x1066,1705600
00000189_(3).jpg,7.3459,16,10,1024x683,699392
00000189_(4).jpg,6.7455,16,10,800x800,640000
00000189_(5).jpg,2.1280,16,10,500x375,187500
00000189_(6).jpg,8.0846,16,10,1024x768,786432
00000190.jpg,15.6620,16,10,1600x900,1440000
00000190_(2).jpg,15.0742,16,10,1600x900,1440000
00000190_(3).jpg,7.0386,16,10,1024x683,699392
00000190_(4).jpg,8.2497,16,10,1024x768,786432
00000190_(5).jpg,7.3873,16,10,1024x684,700416
00000190_(6).jpg,19.3433,16,10,1600x1071,1713600
00000191.jpg,2.7643,16,10,1024x232,237568
00000191_(2).jpg,12.0411,16,10,1600x697,1115200
00000191_(3).jpg,7.3239,16,10,1024x677,693248
00000191_(4).jpg,7.1260,16,10,1024x768,786432
00000191_(5).jpg,15.8391,16,10,1600x1052,1683200
00000191_(6).jpg,6.9116,16,10,1023x678,693594
00000192.jpg,6.8188,16,10,800x800,640000
00000192_(2).jpg,8.6503,16,10,1024x768,786432
00000192_(3).jpg,7.8266,16,10,1024x683,699392
00000192_(4).jpg,6.6667,16,10,800x800,640000
00000192_(5).jpg,18.8239,16,10,1600x1048,1676800
00000192_(6).jpg,18.6632,16,10,1600x1000,1600000
00000193.jpg,12.5551,16,10,1024x1023,1047552
00000193_(2).jpg,20.7511,16,10,1600x1066,1705600
00000193_(3).jpg,8.3605,16,10,1024x681,697344
00000193_(4).jpg,9.4545,16,10,1023x757,774411
00000193_(5).jpg,21.5488,16,10,2048x874,1789952
00000193_(6).jpg,7.6183,16,10,800x800,640000
00000194.jpg,7.1489,16,10,800x800,640000
00000194_(2).jpg,4.1407,16,10,800x411,328800
00000194_(3).jpg,8.3876,16,10,1024x748,765952
00000194_(4).jpg,8.2767,16,10,1024x683,699392
00000194_(5).jpg,8.5351,16,10,1024x683,699392
00000194_(6).jpg,3.5813,16,10,700x467,326900
00000195.jpg,12.0585,16,10,1024x1024,1048576
00000195_(2).jpg,19.3827,16,10,1600x1066,1705600
00000195_(3).jpg,9.7021,16,10,1598x493,787814
00000195_(4).jpg,8.6726,16,10,1024x669,685056
00000195_(5).jpg,18.7972,16,10,1600x963,1540800
00000195_(6).jpg,16.6319,16,10,1600x827,1323200
00000196.jpg,8.3568,16,10,1023x681,696663
00000196_(2).jpg,20.6074,16,10,1600x1065,1704000
00000196_(3).jpg,19.6363,16,10,1600x1068,1708800
00000196_(4).jpg,4.9582,16,10,534x800,427200
00000196_(5).jpg,7.3244,16,10,1024x539,551936
00000196_(6).jpg,17.3870,16,10,1600x901,1441600
00000197.jpg,21.4454,16,10,1600x1066,1705600
00000197_(2).jpg,20.9681,16,10,1600x1067,1707200
00000197_(3).jpg,19.0919,16,10,1600x1064,1702400
00000197_(4).jpg,8.4637,16,10,1000x750,750000
00000197_(5).jpg,7.3977,16,10,1024x680,696320
00000197_(6).jpg,14.7987,16,10,1600x796,1273600
00000198.jpg,21.1467,16,10,1600x1080,1728000
00000198_(2).jpg,10.0036,16,10,1598x522,834156
00000198_(3).jpg,17.2503,16,10,1600x901,1441600
00000198_(4).jpg,20.9086,16,10,1600x1067,1707200
00000198_(5).jpg,17.7456,16,10,1599x904,1445496
00000198_(6).jpg,9.2262,16,10,1024x768,786432
00000199.jpg,20.7324,16,10,1600x1065,1704000
00000199_(2).jpg,19.9588,16,10,1600x1066,1705600
00000199_(3).jpg,8.7240,16,10,1024x768,786432
00000199_(4).jpg,6.6803,16,10,800x716,572800
00000199_(5).jpg,20.9009,16,10,1600x1066,1705600
00000199_(6).jpg,8.7101,16,10,1023x685,700755
00000200.jpg,19.5247,16,10,1600x967,1547200
00000200_(2).jpg,3.3755,16,10,428x639,273492
00000200_(3).jpg,9.5632,16,10,1024x768,786432
00000200_(4).jpg,13.8162,16,10,1599x694,1109706
00000200_(5).jpg,9.9049,16,10,1024x769,787456
00000200_(6).jpg,20.1820,16,10,1599x1066,1704534
00000201.jpg,20.2470,16,10,1600x1066,1705600
00000201_(2).jpg,21.0749,16,10,1599x1066,1704534
00000201_(3).jpg,16.9014,16,10,1600x851,1361600
00000201_(4).jpg,1.7031,16,10,500x285,142500
00000201_(5).jpg,20.7818,16,10,1599x1055,1686945
00000201_(6).jpg,9.1068,16,10,1024x737,754688
00000202.jpg,8.9956,16,10,1023x685,700755
00000202_(2).jpg,21.2555,16,10,1600x1067,1707200
00000202_(3).jpg,7.3201,16,10,1023x606,619938
00000202_(4).jpg,20.9727,16,10,1600x1066,1705600
00000202_(5).jpg,4.3751,16,10,960x384,368640
00000202_(6).jpg,8.1538,16,10,1000x662,662000
00000203.jpg,16.0501,16,10,1600x1067,1707200
00000203_(2).jpg,3.7875,16,10,800x800,640000
00000203_(3).jpg,10.4075,16,10,1600x1060,1696000
00000203_(4).jpg,1.8491,16,10,640x480,307200
00000203_(5).jpg,10.1757,16,10,1600x1066,1705600
00000203_(6).jpg,6.0985,16,10,1599x623,996177
00000204.jpg,3.6634,16,10,800x800,640000
00000204_(2).jpg,7.8746,16,10,1599x847,1354353
00000204_(3).jpg,6.9378,16,10,1599x738,1180062
00000204_(4).jpg,4.5617,16,10,1024x768,786432
00000204_(5).jpg,8.7511,16,10,1600x963,1540800
00000204_(6).jpg,4.1230,16,10,1024x683,699392
00000205.jpg,3.6463,16,10,800x800,640000
00000205_(2).jpg,9.4001,16,10,1600x1006,1609600
00000205_(3).jpg,9.6370,16,10,1600x1066,1705600
00000205_(4).jpg,8.2321,16,10,1600x900,1440000
00000205_(5).jpg,2.7076,16,10,800x600,480000
00000205_(6).jpg,4.1009,16,10,1024x683,699392
00000206.jpg,9.7401,16,10,1600x1067,1707200
00000206_(2).jpg,3.9193,16,10,1023x665,680295
00000206_(3).jpg,9.9199,16,10,1600x1066,1705600
00000206_(4).jpg,1.9419,16,10,720x480,345600
00000206_(5).jpg,3.8470,16,10,1000x669,669000
00000206_(6).jpg,4.0437,16,10,1023x680,695640
00000207.jpg,4.0713,16,10,1024x683,699392
00000207_(2).jpg,9.7761,16,10,1599x1071,1712529
00000207_(3).jpg,4.5400,16,10,1024x768,786432
00000207_(4).jpg,1.5453,16,10,428x640,273920
00000207_(5).jpg,8.3193,16,10,1600x904,1446400
00000207_(6).jpg,4.0671,16,10,1024x678,694272
00000208.jpg,9.6778,16,10,1600x1065,1704000
00000208_(2).jpg,4.6285,16,10,1024x768,786432
00000208_(3).jpg,4.0740,16,10,1024x681,697344
00000208_(4).jpg,3.6259,16,10,800x800,640000
00000208_(5).jpg,9.7597,16,10,1600x1067,1707200
00000208_(6).jpg,1.6431,16,10,427x640,273280
00000209.jpg,2.1136,16,10,800x465,372000
00000209_(2).jpg,2.4219,16,10,564x760,428640
00000209_(3).jpg,9.1802,16,10,1600x1015,1624000
00000209_(4).jpg,3.2346,16,10,1000x563,563000
00000209_(5).jpg,1.5800,16,10,640x440,281600
00000209_(6).jpg,2.3388,16,10,639x640,408960
00000210.jpg,4.0161,16,10,1024x683,699392
00000210_(2).jpg,4.5116,16,10,1024x765,783360
00000210_(3).jpg,8.4083,16,10,1600x900,1440000
00000210_(4).jpg,4.0741,16,10,1024x683,699392
00000210_(5).jpg,9.6968,16,10,1600x1067,1707200
00000210_(6).jpg,4.1100,16,10,1024x679,695296
00000211.jpg,9.6965,16,10,1600x1066,1705600
00000211_(2).jpg,9.6521,16,10,1600x1064,1702400
00000211_(3).jpg,9.0652,16,10,1599x990,1583010
00000211_(4).jpg,1.5950,16,10,640x441,282240
00000211_(5).jpg,7.9783,16,10,1600x834,1334400
00000211_(6).jpg,1.9097,16,10,511x640,327040
00000212.jpg,4.1527,16,10,1024x683,699392
00000212_(2).jpg,3.0993,16,10,900x600,540000
00000212_(3).jpg,9.8827,16,10,1600x1068,1708800
00000212_(4).jpg,3.7198,16,10,800x800,640000
00000212_(5).jpg,10.0930,16,10,1600x1066,1705600
00000212_(6).jpg,8.0172,16,10,1599x875,1399125
00000213.jpg,3.5868,16,10,800x800,640000
00000213_(2).jpg,9.7008,16,10,1600x1068,1708800
00000213_(3).jpg,3.6765,16,10,1598x405,647190
00000213_(4).jpg,9.9040,16,10,1600x1063,1700800
00000213_(5).jpg,3.3051,16,10,1024x575,588800
00000213_(6).jpg,3.9465,16,10,1024x683,699392
00000214.jpg,9.8549,16,10,1600x1066,1705600
00000214_(2).jpg,2.5859,16,10,900x506,455400
00000214_(3).jpg,2.6843,16,10,800x600,480000
00000214_(4).jpg,1.7213,16,10,640x480,307200
00000214_(5).jpg,9.7949,16,10,1600x1065,1704000
00000214_(6).jpg,6.6591,16,10,1600x730,1168000
00000215.jpg,3.9347,16,10,1024x671,687104
00000215_(2).jpg,9.7252,16,10,1600x1066,1705600
00000215_(3).jpg,3.9931,16,10,1024x651,666624
00000215_(4).jpg,3.7839,16,10,1000x667,667000
00000215_(5).jpg,8.1482,16,10,1600x886,1417600
00000215_(6).jpg,3.9915,16,10,1024x685,701440
00000216.jpg,0.8510,16,10,448x336,150528
00000216_(2).jpg,3.6575,16,10,800x800,640000
00000216_(3).jpg,5.4203,16,10,1599x603,964197
00000216_(4).jpg,9.8005,16,10,1600x1071,1713600
00000216_(5).jpg,2.4352,16,10,535x800,428000
00000216_(6).jpg,3.7022,16,10,1023x639,653697
00000217.jpg,9.8651,16,10,1600x1066,1705600
00000217_(2).jpg,3.5951,16,10,1023x614,628122
00000217_(3).jpg,10.1404,16,10,1600x1067,1707200
00000217_(4).jpg,4.5393,16,10,1024x768,786432
00000217_(5).jpg,3.9781,16,10,1024x680,696320
00000217_(6).jpg,3.9496,16,10,1024x678,694272
00000218.jpg,9.7667,16,10,1600x1067,1707200
00000218_(2).jpg,3.0362,16,10,900x600,540000
00000218_(3).jpg,1.7339,16,10,639x480,306720
00000218_(4).jpg,9.9295,16,10,1600x1060,1696000
00000218_(5).jpg,4.4409,16,10,1024x763,781312
00000218_(6).jpg,3.3823,16,10,1024x576,589824
00000219.jpg,6.1280,16,10,1024x1023,1047552
00000219_(2).jpg,4.7228,16,10,1024x752,770048
00000219_(3).jpg,4.1055,16,10,1024x683,699392
00000219_(4).jpg,4.0681,16,10,1024x680,696320
00000219_(5).jpg,10.2831,16,10,1600x1066,1705600
00000219_(6).jpg,4.7192,16,10,1024x768,786432
00000220.jpg,10.1401,16,10,1600x1066,1705600
00000220_(2).jpg,4.0045,16,10,1023x682,697686
00000220_(3).jpg,4.6924,16,10,1023x769,786687
00000220_(4).jpg,10.0230,16,10,1600x1072,1715200
00000220_(5).jpg,9.9206,16,10,1600x1060,1696000
00000220_(6).jpg,9.2891,16,10,1599x982,1570218
00000221.jpg,4.0141,16,10,1024x684,700416
00000221_(2).jpg,8.8009,16,10,1599x961,1536639
00000221_(3).jpg,4.5549,16,10,1024x768,786432
00000221_(4).jpg,2.6199,16,10,800x571,456800
00000221_(5).jpg,9.8016,16,10,1600x1068,1708800
00000221_(6).jpg,3.9166,16,10,1024x677,693248
00000222.jpg,4.0157,16,10,1024x683,699392
00000222_(2).jpg,4.0167,16,10,1024x683,699392
00000222_(3).jpg,4.1163,16,10,1024x683,699392
00000222_(4).jpg,4.4908,16,10,1024x768,786432
00000222_(5).jpg,3.2101,16,10,800x712,569600
00000222_(6).jpg,4.0689,16,10,1024x684,700416
00000223.jpg,9.8519,16,10,1600x1066,1705600
00000223_(2).jpg,9.9355,16,10,1600x1067,1707200
00000223_(3).jpg,6.7477,16,10,1600x725,1160000
00000223_(4).jpg,10.0143,16,10,1600x1066,1705600
00000223_(5).jpg,4.5228,16,10,1024x768,786432
00000223_(6).jpg,4.0469,16,10,1024x683,699392
00000224.jpg,1.7172,16,10,640x473,302720
00000224_(2).jpg,9.7472,16,10,1600x1060,1696000
00000224_(3).jpg,8.3601,16,10,1599x900,1439100
00000224_(4).jpg,9.7343,16,10,1600x1067,1707200
00000224_(5).jpg,4.4029,16,10,1024x752,770048
00000224_(6).jpg,4.0054,16,10,1024x680,696320
00000225.jpg,9.7316,16,10,1600x1067,1707200
00000225_(2).jpg,2.0221,16,10,450x800,360000
00000225_(3).jpg,8.3192,16,10,1600x900,1440000
00000225_(4).jpg,2.9010,16,10,600x800,480000
00000225_(5).jpg,10.2202,16,10,2047x834,1707198
00000225_(6).jpg,4.5457,16,10,1024x768,786432
00000226.jpg,3.6288,16,10,800x800,640000
00000226_(2).jpg,3.3425,16,10,1024x577,590848
00000226_(3).jpg,8.3570,16,10,1600x900,1440000
00000226_(4).jpg,10.0096,16,10,1600x1067,1707200
00000226_(5).jpg,5.2710,16,10,1024x876,897024
00000227.jpg,3.7559,16,10,800x800,640000
00000227_(2).jpg,3.9740,16,10,1024x672,688128
00000227_(3).jpg,8.1069,16,10,1600x869,1390400
00000227_(4).jpg,2.3676,16,10,524x800,419200
00000227_(5).jpg,10.1028,16,10,1600x1066,1705600
00000227_(6).jpg,4.7467,16,10,1024x768,786432
00000228.jpg,9.9271,16,10,1600x1067,1707200
00000228_(2).jpg,2.3923,16,10,524x800,419200
00000228_(3).jpg,7.2553,16,10,1600x693,1108800
00000228_(4).jpg,1.6188,16,10,600x400,240000
00000228_(5).jpg,5.1774,16,10,680x1024,696320
00000228_(6).jpg,8.5993,16,10,1024x768,786432
00000229.jpg,6.6519,16,10,800x800,640000
00000229_(2).jpg,10.4042,16,10,1600x1066,1705600
00000229_(3).jpg,3.9328,16,10,1023x627,641421
00000229_(4).jpg,4.3136,16,10,1024x680,696320
00000229_(5).jpg,1.5565,16,10,640x426,272640
00000229_(6).jpg,4.6007,16,10,1024x768,786432
00000230.jpg,7.5559,16,10,1599x809,1293591
00000230_(2).jpg,8.6072,16,10,1600x939,1502400
00000230_(3).jpg,8.9471,16,10,1600x972,1555200
00000230_(4).jpg,9.6411,16,10,1599x1066,1704534
00000230_(5).jpg,9.8887,16,10,1600x1066,1705600
00000230_(6).jpg,4.9026,16,10,1024x768,786432
00000231.jpg,9.1771,16,10,1600x800,1280000
00000231_(2).jpg,7.7641,16,10,1024x768,786432
00000231_(3).jpg,7.5375,16,10,1024x681,697344
00000231_(4).jpg,4.9949,16,10,600x800,480000
00000231_(5).jpg,7.4416,16,10,1024x680,696320
00000231_(6).jpg,8.4688,16,10,1023x756,773388
00000232.jpg,18.6927,16,10,1600x1066,1705600
00000232_(2).jpg,17.0806,16,10,1600x972,1555200
00000232_(3).jpg,8.9141,16,10,1024x817,836608
00000232_(4).jpg,10.6572,16,10,1600x1066,1705600
00000232_(5).jpg,10.4705,16,10,1600x1094,1750400
00000232_(6).jpg,4.1878,16,10,1024x683,699392
00000233.jpg,3.7604,16,10,800x800,640000
00000233_(2).jpg,8.4246,16,10,1599x900,1439100
00000233_(3).jpg,4.0501,16,10,1024x683,699392
00000233_(4).jpg,4.0437,16,10,800x800,640000
00000233_(5).jpg,3.6938,16,10,1000x625,625000
00000233_(6).jpg,7.3158,16,10,1599x738,1180062
00000234.jpg,3.9661,16,10,800x800,640000
00000234_(2).jpg,3.8254,16,10,960x641,615360
00000234_(3).jpg,4.5948,16,10,1024x758,776192
00000234_(4).jpg,4.6305,16,10,1024x744,761856
00000234_(5).jpg,10.5153,16,10,1600x1066,1705600
00000234_(6).jpg,1.7308,16,10,640x449,287360
00000235.jpg,3.6987,16,10,800x800,640000
00000235_(2).jpg,9.3683,16,10,1600x1017,1627200
00000235_(3).jpg,10.0969,16,10,1600x1068,1708800
00000235_(4).jpg,10.0494,16,10,1600x1065,1704000
00000235_(5).jpg,8.5872,16,10,1599x900,1439100
00000235_(6).jpg,4.0731,16,10,1024x681,697344
00000236.jpg,3.8339,16,10,800x800,640000
00000236_(2).jpg,4.0480,16,10,1024x620,634880
00000236_(3).jpg,8.6969,16,10,1600x866,1385600
00000236_(4).jpg,10.8706,16,10,1600x1071,1713600
00000236_(5).jpg,6.5261,16,10,1024x768,786432
00000236_(6).jpg,8.3031,16,10,1024x768,786432
00000237.jpg,16.9445,16,10,1600x1066,1705600
00000237_(2).jpg,4.7044,16,10,600x800,480000
00000237_(3).jpg,14.1431,16,10,1600x900,1440000
00000237_(4).jpg,6.5832,16,10,1024x682,698368
00000237_(5).jpg,9.0983,16,10,2048x464,950272
00000237_(6).jpg,6.5479,16,10,1024x674,690176
00000238.jpg,8.3412,16,10,1024x768,786432
00000238_(2).jpg,15.6279,16,10,1600x1000,1600000
