Filename,ExecutionTime,K,MaxIters,Resolution,Pixels
00000075_(2).jpg,18.7724,16,10,1600x1066,1705600
00000075_(3).jpg,3.4362,16,10,640x474,303360
00000075_(4).jpg,13.1306,16,10,1600x722,1155200
00000075_(5).jpg,7.4003,16,10,684x1024,700416
00000075_(6).jpg,18.5070,16,10,1600x1067,1707200
00000075_(7).jpg,7.7926,16,10,1024x703,719872
00000076.jpg,5.1450,16,10,950x513,487350
00000076_(2).jpg,19.1211,16,10,1600x1066,1705600
00000076_(3).jpg,8.5358,16,10,1024x767,785408
00000076_(4).jpg,14.4135,16,10,1600x827,1323200
00000076_(5).jpg,17.7540,16,10,1600x1063,1700800
00000076_(6).jpg,6.7736,16,10,1024x682,698368
00000076_(7).jpg,9.1095,16,10,1024x687,703488
00000077.jpg,17.4610,16,10,1600x900,1440000
00000077_(2).jpg,7.8428,16,10,1024x768,786432
00000077_(3).jpg,7.1618,16,10,1024x683,699392
00000077_(4).jpg,5.1137,16,10,866x578,500548
00000077_(5).jpg,17.3171,16,10,1599x1066,1704534
00000077_(6).jpg,17.7766,16,10,1599x1066,1704534
00000078.jpg,6.7583,16,10,800x800,640000
00000078_(2).jpg,18.3957,16,10,1600x1067,1707200
00000078_(3).jpg,6.0135,16,10,1024x576,589824
00000078_(4).jpg,6.9200,16,10,800x800,640000
00000078_(5).jpg,8.3587,16,10,1024x768,786432
00000078_(6).jpg,18.6024,16,10,1600x1066,1705600
00000079.jpg,7.2495,16,10,1023x681,696663
00000079_(2).jpg,17.5721,16,10,1600x1068,1708800
00000079_(3).jpg,7.8419,16,10,1024x683,699392
00000079_(4).jpg,3.6035,16,10,700x467,326900
00000079_(5).jpg,4.7927,16,10,1024x436,446464
00000079_(6).jpg,15.7879,16,10,1600x935,1496000
00000079_(7).jpg,17.7564,16,10,1599x1066,1704534
00000080.jpg,15.8277,16,10,1600x900,1440000
00000080_(2).jpg,13.4185,16,10,1600x900,1440000
00000080_(3).jpg,4.1250,16,10,640x640,409600
00000080_(4).jpg,14.4931,16,10,1600x963,1540800
00000080_(5).jpg,14.1962,16,10,1600x900,1440000
00000080_(6).jpg,18.0090,16,10,1600x1060,1696000
00000080_(7).jpg,8.4362,16,10,1024x768,786432
00000081.jpg,15.4115,16,10,1600x900,1440000
00000081_(2).jpg,15.9012,16,10,1599x945,1511055
00000081_(3).jpg,6.7601,16,10,1024x642,657408
00000081_(4).jpg,17.5480,16,10,1600x1067,1707200
00000081_(5).jpg,17.4731,16,10,1600x1064,1702400
00000081_(6).jpg,18.4982,16,10,1600x1067,1707200
00000082.jpg,18.4100,16,10,1600x1067,1707200
00000082_(2).jpg,18.3034,16,10,1600x1066,1705600
00000082_(3).jpg,17.6931,16,10,1600x1060,1696000
00000082_(4).jpg,3.2823,16,10,1598x222,354756
00000082_(5).jpg,6.7578,16,10,1023x681,696663
00000082_(6).jpg,4.3094,16,10,800x533,426400
00000082_(7).jpg,6.6663,16,10,1023x647,661881
00000083.jpg,7.5790,16,10,1024x683,699392
00000083_(2).jpg,5.6988,16,10,900x589,530100
00000083_(3).jpg,4.3588,16,10,534x800,427200
00000083_(4).jpg,8.1177,16,10,1024x768,786432
00000083_(5).jpg,7.1217,16,10,1024x683,699392
00000083_(6).jpg,8.0170,16,10,1024x768,786432
00000083_(7).jpg,7.1259,16,10,1024x683,699392
00000084.jpg,15.3817,16,10,1599x910,1455090
00000084_(2).jpg,18.3865,16,10,1600x1067,1707200
00000084_(3).jpg,4.4290,16,10,534x800,427200
00000084_(4).jpg,6.5066,16,10,800x800,640000
00000084_(5).jpg,8.7543,16,10,1024x802,821248
00000084_(6).jpg,8.3321,16,10,1023x845,864435
00000085.jpg,6.7037,16,10,800x800,640000
00000085_(2).jpg,15.0770,16,10,1599x846,1352754
00000085_(3).jpg,5.2653,16,10,1024x431,441344
00000085_(4).jpg,5.5111,16,10,900x552,496800
00000085_(5).jpg,8.4954,16,10,1000x804,804000
00000085_(6).jpg,4.4213,16,10,640x640,409600
00000086.jpg,6.6601,16,10,1024x671,687104
00000086_(2).jpg,4.9653,16,10,800x571,456800
00000086_(3).jpg,13.3234,16,10,1600x793,1268800
00000086_(4).jpg,12.4087,16,10,1024x1024,1048576
00000086_(5).jpg,9.6468,16,10,1024x768,786432
00000086_(6).jpg,9.6503,16,10,1024x768,786432
00000087.jpg,10.3285,16,10,1600x539,862400
00000087_(2).jpg,16.9363,16,10,1600x900,1440000
00000087_(3).jpg,7.9289,16,10,1024x683,699392
00000087_(4).jpg,6.7740,16,10,800x800,640000
00000087_(5).jpg,3.5957,16,10,640x427,273280
00000087_(6).jpg,8.3583,16,10,1024x683,699392
00000088.jpg,6.1059,16,10,1024x574,587776
00000088_(2).jpg,19.4392,16,10,1600x1071,1713600
00000088_(3).jpg,7.9222,16,10,1024x685,701440
00000088_(4).jpg,18.2597,16,10,1600x1077,1723200
00000088_(5).jpg,20.0524,16,10,2048x834,1708032
00000088_(6).jpg,8.6249,16,10,1024x706,722944
00000089.jpg,19.5274,16,10,1600x1065,1704000
00000089_(2).jpg,18.7187,16,10,1600x976,1561600
00000089_(3).jpg,8.9013,16,10,1024x768,786432
00000089_(4).jpg,8.1453,16,10,1024x690,706560
00000089_(5).jpg,9.8006,16,10,1024x860,880640
00000089_(6).jpg,4.7051,16,10,533x799,425867
00000090.jpg,19.9962,16,10,1600x1066,1705600
00000090_(2).jpg,8.5968,16,10,1024x819,838656
00000090_(3).jpg,7.4724,16,10,1024x656,671744
00000090_(4).jpg,17.9631,16,10,1600x1066,1705600
00000090_(5).jpg,7.2567,16,10,1024x681,697344
00000090_(6).jpg,5.3466,16,10,533x799,425867
00000091.jpg,6.8252,16,10,800x800,640000
00000091_(2).jpg,18.9319,16,10,1600x1071,1713600
00000091_(3).jpg,7.4099,16,10,1024x683,699392
00000091_(4).jpg,15.7947,16,10,1600x859,1374400
00000091_(5).jpg,8.0220,16,10,1024x683,699392
00000091_(6).jpg,5.0545,16,10,533x800,426400
00000092.jpg,7.3683,16,10,1024x651,666624
00000092_(2).jpg,19.2146,16,10,1600x1067,1707200
00000092_(3).jpg,8.2095,16,10,1024x683,699392
00000092_(4).jpg,21.5602,16,10,1600x1067,1707200
00000092_(5).jpg,11.0423,16,10,854x1024,874496
00000092_(6).jpg,8.2843,16,10,1024x683,699392
00000093.jpg,8.8268,16,10,1024x768,786432
00000093_(2).jpg,20.8685,16,10,1600x1071,1713600
00000093_(3).jpg,20.2905,16,10,1600x1066,1705600
00000093_(4).jpg,13.1962,16,10,1599x677,1082523
00000093_(5).jpg,20.7709,16,10,1600x1074,1718400
00000093_(6).jpg,9.1793,16,10,1024x791,809984
00000093_(7).jpg,4.6438,16,10,532x799,425068
00000094.jpg,18.2640,16,10,1600x1067,1707200
00000094_(2).jpg,19.2805,16,10,1600x1066,1705600
00000094_(3).jpg,6.6332,16,10,1024x599,613376
00000094_(4).jpg,5.0247,16,10,800x533,426400
00000094_(5).jpg,7.8722,16,10,1023x685,700755
00000094_(6).jpg,20.0617,16,10,1600x1071,1713600
00000095.jpg,10.8462,16,10,1024x1024,1048576
00000095_(2).jpg,13.5337,16,10,1600x815,1304000
00000095_(3).jpg,7.9843,16,10,1024x696,712704
00000095_(4).jpg,7.3231,16,10,1024x680,696320
00000095_(5).jpg,3.5811,16,10,1024x327,334848
00000095_(6).jpg,19.4422,16,10,1599x1066,1704534
00000096.jpg,6.3700,16,10,900x600,540000
00000096_(2).jpg,16.7153,16,10,1600x952,1523200
00000096_(3).jpg,7.9233,16,10,1024x683,699392
00000096_(4).jpg,7.5951,16,10,1024x681,697344
00000096_(5).jpg,3.1422,16,10,640x373,238720
00000096_(6).jpg,7.3601,16,10,1024x682,698368
00000096_(7).jpg,6.9809,16,10,1023x628,642444
00000097.jpg,12.2013,16,10,1024x1023,1047552
00000097_(2).jpg,19.5345,16,10,1600x1068,1708800
00000097_(3).jpg,19.5827,16,10,1600x1066,1705600
00000097_(4).jpg,7.8248,16,10,1023x687,702801
00000097_(5).jpg,4.7145,16,10,800x533,426400
00000097_(6).jpg,10.9166,16,10,880x1024,901120
00000097_(7).jpg,20.7601,16,10,1600x1066,1705600
00000098.jpg,5.6682,16,10,900x600,540000
00000098_(2).jpg,7.0142,16,10,800x800,640000
00000098_(3).jpg,3.1066,16,10,426x639,272214
00000098_(4).jpg,4.8932,16,10,800x536,428800
00000098_(5).jpg,18.2837,16,10,1600x942,1507200
00000098_(6).jpg,5.5309,16,10,1024x493,504832
00000099.jpg,12.6315,16,10,1024x1024,1048576
00000099_(2).jpg,20.0482,16,10,1600x1067,1707200
00000099_(3).jpg,3.9796,16,10,1596x221,352716
00000099_(4).jpg,6.4233,16,10,800x704,563200
00000099_(5).jpg,19.3064,16,10,1600x1067,1707200
00000099_(6).jpg,8.9106,16,10,1024x768,786432
00000100.jpg,6.4208,16,10,1023x551,563673
00000100_(2).jpg,7.3688,16,10,1024x692,708608
00000100_(3).jpg,6.7587,16,10,800x807,645600
00000100_(4).jpg,18.7357,16,10,1600x1066,1705600
00000100_(5).jpg,2.3736,16,10,1024x205,209920
00000100_(6).jpg,19.3616,16,10,1600x1063,1700800
00000101.jpg,15.1737,16,10,1599x846,1352754
00000101_(2).jpg,7.2898,16,10,1024x678,694272
00000101_(3).jpg,8.5122,16,10,1024x679,695296
00000101_(4).jpg,8.8692,16,10,1024x678,694272
00000101_(5).jpg,5.3594,16,10,1000x456,456000
00000101_(6).jpg,19.8778,16,10,1600x1066,1705600
00000101_(7).jpg,8.9832,16,10,1024x768,786432
00000102.jpg,12.1775,16,10,1024x1024,1048576
00000102_(2).jpg,5.1320,16,10,800x533,426400
00000102_(3).jpg,17.3914,16,10,1600x967,1547200
00000102_(4).jpg,18.6148,16,10,1600x1064,1702400
00000102_(5).jpg,18.2195,16,10,1600x1067,1707200
00000102_(6).jpg,7.9607,16,10,1024x768,786432
00000103.jpg,10.8882,16,10,1024x1024,1048576
00000103_(2).jpg,4.8141,16,10,600x800,480000
00000103_(3).jpg,11.3556,16,10,1024x1024,1048576
00000103_(4).jpg,19.0034,16,10,1600x1067,1707200
00000103_(5).jpg,8.2795,16,10,1024x768,786432
00000103_(6).jpg,16.7557,16,10,1600x987,1579200
00000103_(7).jpg,3.1514,16,10,426x640,272640
00000104.jpg,18.1817,16,10,1600x1067,1707200
00000104_(2).jpg,8.7411,16,10,1024x768,786432
00000104_(3).jpg,9.6294,16,10,1024x851,871424
00000104_(4).jpg,12.2234,16,10,1600x739,1182400
00000104_(5).jpg,3.1056,16,10,640x431,275840
00000104_(6).jpg,5.1080,16,10,600x800,480000
00000104_(7).jpg,8.2526,16,10,1024x768,786432
00000105.jpg,2.7058,16,10,500x500,250000
00000105_(2).jpg,7.7044,16,10,1024x683,699392
00000105_(3).jpg,7.8850,16,10,1024x683,699392
00000105_(4).jpg,4.6411,16,10,1024x421,431104
00000105_(5).jpg,7.6518,16,10,1024x667,683008
00000105_(6).jpg,17.0027,16,10,1599x1068,1707732
00000105_(7).jpg,2.6615,16,10,640x437,279680
00000106.jpg,17.7727,16,10,1600x1067,1707200
00000106_(2).jpg,6.2685,16,10,800x800,640000
00000106_(3).jpg,2.6399,16,10,639x429,274131
00000106_(4).jpg,5.4351,16,10,1023x502,513546
00000106_(5).jpg,10.6233,16,10,2046x497,1016862
00000106_(6).jpg,17.9878,16,10,1600x1067,1707200
00000107.jpg,15.2739,16,10,1599x919,1469481
00000107_(2).jpg,7.5750,16,10,1023x672,687456
00000107_(3).jpg,17.8213,16,10,1600x1066,1705600
00000107_(4).jpg,18.8784,16,10,1599x1065,1702935
00000107_(5).jpg,7.6533,16,10,1023x685,700755
00000107_(6).jpg,5.2243,16,10,533x799,425867
00000107_(7).jpg,19.0520,16,10,1600x1068,1708800
00000108.jpg,6.7624,16,10,800x800,640000
00000108_(2).jpg,9.5187,16,10,1024x869,889856
00000108_(3).jpg,7.8088,16,10,1024x683,699392
00000108_(4).jpg,4.7124,16,10,534x800,427200
00000108_(5).jpg,17.9170,16,10,1600x1066,1705600
00000108_(6).jpg,15.4911,16,10,1600x900,1440000
00000109.jpg,17.3248,16,10,1600x1060,1696000
00000109_(2).jpg,6.3542,16,10,1000x664,664000
00000109_(3).jpg,6.9688,16,10,1024x683,699392
00000109_(4).jpg,17.8568,16,10,1600x1066,1705600
00000109_(5).jpg,17.9067,16,10,1600x998,1596800
00000109_(6).jpg,18.7424,16,10,1600x1062,1699200
00000110.jpg,6.8327,16,10,1024x683,699392
00000110_(2).jpg,7.8960,16,10,1024x782,800768
00000110_(3).jpg,12.7367,16,10,1600x755,1208000
00000110_(4).jpg,16.6649,16,10,1600x989,1582400
00000110_(5).jpg,7.3710,16,10,1000x703,703000
00000110_(6).jpg,8.4545,16,10,1024x768,786432
00000111.jpg,17.8049,16,10,1600x1001,1601600
00000111_(2).jpg,12.1313,16,10,1024x1024,1048576
00000111_(3).jpg,8.0053,16,10,1024x683,699392
00000111_(4).jpg,17.0056,16,10,1600x983,1572800
00000111_(5).jpg,7.0236,16,10,1000x669,669000
00000111_(6).jpg,8.6093,16,10,1024x768,786432
00000112.jpg,15.5547,16,10,1600x870,1392000
00000112_(2).jpg,8.6982,16,10,1024x768,786432
00000112_(3).jpg,10.3642,16,10,934x1024,956416
00000112_(4).jpg,6.8174,16,10,800x800,640000
00000112_(5).jpg,12.7675,16,10,1599x765,1223235
00000112_(6).jpg,5.9240,16,10,614x800,491200
00000113.jpg,2.9366,16,10,639x426,272214
00000113_(2).jpg,18.1134,16,10,1600x1067,1707200
00000113_(3).jpg,7.6465,16,10,1024x683,699392
00000113_(4).jpg,8.7656,16,10,1024x768,786432
00000113_(5).jpg,18.0021,16,10,1600x1067,1707200
00000113_(6).jpg,8.1446,16,10,1024x768,786432
00000114.jpg,17.8948,16,10,1600x1060,1696000
00000114_(2).jpg,6.6278,16,10,800x800,640000
00000114_(3).jpg,8.3644,16,10,1024x764,782336
00000114_(4).jpg,17.9230,16,10,1600x1066,1705600
00000114_(5).jpg,7.2964,16,10,1023x682,697686
00000114_(6).jpg,8.4684,16,10,1024x768,786432
00000115.jpg,7.4304,16,10,1023x681,696663
00000115_(2).jpg,18.2400,16,10,1600x1066,1705600
00000115_(3).jpg,6.9780,16,10,1023x655,670065
00000115_(4).jpg,7.6454,16,10,1024x768,786432
00000115_(5).jpg,8.6499,16,10,1024x768,786432
00000115_(6).jpg,7.5035,16,10,1024x682,698368
00000115_(7).jpg,18.8755,16,10,1599x1066,1704534
00000116.jpg,15.9641,16,10,1599x902,1442298
00000116_(2).jpg,11.4618,16,10,1024x1024,1048576
00000116_(3).jpg,4.5729,16,10,800x533,426400
00000116_(4).jpg,17.6990,16,10,1600x1016,1625600
00000116_(5).jpg,15.8851,16,10,1600x900,1440000
00000116_(6).jpg,8.8077,16,10,1024x819,838656
00000117.jpg,9.6096,16,10,1599x542,866658
00000117_(2).jpg,14.0530,16,10,1600x859,1374400
00000117_(3).jpg,7.6101,16,10,1024x683,699392
00000117_(4).jpg,15.2905,16,10,1600x888,1420800
00000117_(5).jpg,14.8694,16,10,1599x898,1435902
00000117_(6).jpg,8.3448,16,10,1024x683,699392
00000118.jpg,6.7208,16,10,800x800,640000
00000118_(2).jpg,19.1028,16,10,1600x1066,1705600
00000118_(3).jpg,8.4299,16,10,1024x768,786432
00000118_(4).jpg,6.1423,16,10,800x800,640000
00000118_(5).jpg,16.4212,16,10,1599x1066,1704534
00000118_(6).jpg,7.4210,16,10,1024x768,786432
00000119.jpg,3.8964,16,10,640x640,409600
00000119_(2).jpg,6.0115,16,10,800x800,640000
00000119_(3).jpg,12.3924,16,10,1600x809,1294400
00000119_(4).jpg,5.5042,16,10,1024x575,588800
00000119_(5).jpg,6.3594,16,10,1000x669,669000
00000119_(6).jpg,15.9121,16,10,1600x1067,1707200
00000120.jpg,16.0519,16,10,1600x1066,1705600
00000120_(2).jpg,16.2538,16,10,1600x1065,1704000
00000120_(3).jpg,7.9402,16,10,1024x850,870400
00000120_(4).jpg,15.5886,16,10,1599x1066,1704534
00000120_(5).jpg,15.6216,16,10,1600x1067,1707200
00000121.jpg,7.9794,16,10,1024x683,699392
00000121_(2).jpg,8.2530,16,10,1024x745,762880
00000121_(3).jpg,18.7746,16,10,1600x1066,1705600
00000121_(4).jpg,18.4440,16,10,1600x1068,1708800
00000121_(5).jpg,17.4961,16,10,1600x1066,1705600
00000121_(6).jpg,18.4449,16,10,1599x1068,1707732
00000121_(7).jpg,7.0759,16,10,1000x667,667000
00000122.jpg,18.3831,16,10,1600x1067,1707200
00000122_(2).jpg,4.7151,16,10,533x800,426400
00000122_(3).jpg,7.1144,16,10,1024x685,701440
00000122_(4).jpg,6.8006,16,10,800x800,640000
00000122_(5).jpg,9.0846,16,10,818x1024,837632
00000122_(6).jpg,11.7380,16,10,1600x672,1075200
00000123.jpg,16.8710,16,10,1599x1022,1634178
00000123_(2).jpg,6.6369,16,10,800x800,640000
00000123_(3).jpg,4.7028,16,10,800x530,424000
00000123_(4).jpg,6.5035,16,10,900x680,612000
00000123_(5).jpg,3.0076,16,10,639x426,272214
00000123_(6).jpg,8.2462,16,10,1024x768,786432
00000124.jpg,5.0587,16,10,900x513,461700
00000124_(2).jpg,8.1648,16,10,1024x768,786432
00000124_(3).jpg,14.9009,16,10,1600x900,1440000
00000124_(4).jpg,8.1320,16,10,1024x768,786432
00000124_(5).jpg,7.7943,16,10,1024x683,699392
00000124_(6).jpg,5.0340,16,10,618x800,494400
00000124_(7).jpg,18.5378,16,10,1600x1067,1707200
00000125.jpg,6.7661,16,10,800x800,640000
00000125_(2).jpg,8.0957,16,10,1024x739,756736
00000125_(3).jpg,7.5303,16,10,1024x683,699392
00000125_(4).jpg,4.5699,16,10,800x533,426400
00000125_(5).jpg,18.0799,16,10,1599x1068,1707732
00000125_(6).jpg,17.9458,16,10,1600x1066,1705600
00000126.jpg,17.9049,16,10,1600x1067,1707200
00000126_(2).jpg,6.7288,16,10,800x800,640000
00000126_(3).jpg,15.7649,16,10,1599x901,1440699
00000126_(4).jpg,3.3658,16,10,640x480,307200
00000126_(5).jpg,7.0229,16,10,1024x683,699392
00000126_(6).jpg,17.4829,16,10,1600x1067,1707200
00000126_(7).jpg,4.3479,16,10,533x799,425867
00000127.jpg,17.6429,16,10,1600x1066,1705600
00000127_(2).jpg,18.8425,16,10,1600x1080,1728000
00000127_(3).jpg,7.1472,16,10,1024x683,699392
00000127_(4).jpg,4.2243,16,10,534x800,427200
00000127_(5).jpg,6.8708,16,10,1024x683,699392
00000127_(6).jpg,17.6723,16,10,1600x1066,1705600
00000128.jpg,6.3257,16,10,800x800,640000
00000128_(2).jpg,7.6111,16,10,1023x682,697686
00000128_(3).jpg,8.0267,16,10,1024x683,699392
00000128_(4).jpg,6.9412,16,10,900x675,607500
00000128_(5).jpg,17.7115,16,10,1600x1067,1707200
00000128_(6).jpg,17.1536,16,10,1600x1063,1700800
00000129.jpg,6.8500,16,10,800x800,640000
00000129_(2).jpg,8.9894,16,10,1024x768,786432
00000129_(3).jpg,16.6403,16,10,1600x965,1544000
00000129_(4).jpg,17.1842,16,10,1599x1030,1646970
00000129_(5).jpg,18.7085,16,10,1600x1069,1710400
00000129_(6).jpg,4.3969,16,10,800x531,424800
00000130.jpg,15.1498,16,10,1600x900,1440000
00000130_(2).jpg,17.7357,16,10,1600x1066,1705600
00000130_(3).jpg,18.2102,16,10,1599x1041,1664559
00000130_(4).jpg,16.3947,16,10,1600x1067,1707200
00000130_(5).jpg,15.0879,16,10,1600x1068,1708800
00000130_(6).jpg,17.3641,16,10,1600x1066,1705600
00000131.jpg,7.8290,16,10,1024x724,741376
00000131_(2).jpg,6.1909,16,10,960x646,620160
00000131_(3).jpg,18.6463,16,10,1600x1067,1707200
00000131_(4).jpg,7.2742,16,10,1024x683,699392
00000131_(5).jpg,3.0536,16,10,640x481,307840
00000131_(6).jpg,15.7288,16,10,1599x937,1498263
00000132.jpg,16.5539,16,10,1600x1060,1696000
00000132_(2).jpg,6.4462,16,10,800x800,640000
00000132_(3).jpg,15.5550,16,10,1600x1060,1696000
00000132_(4).jpg,15.6260,16,10,1600x1054,1686400
00000132_(5).jpg,3.8511,16,10,535x800,428000
00000132_(6).jpg,6.5603,16,10,1024x681,697344
00000133.jpg,5.8372,16,10,800x800,640000
00000133_(2).jpg,13.2217,16,10,1599x869,1389531
00000133_(3).jpg,6.5846,16,10,1024x684,700416
00000133_(4).jpg,3.7417,16,10,533x800,426400
00000133_(5).jpg,15.8038,16,10,1600x1067,1707200
00000133_(6).jpg,6.3561,16,10,1024x683,699392
00000134.jpg,4.7719,16,10,1023x521,532983
00000134_(2).jpg,16.6370,16,10,1599x1016,1624584
00000134_(3).jpg,17.7332,16,10,1600x1066,1705600
00000134_(4).jpg,7.5515,16,10,1024x728,745472
00000134_(5).jpg,6.9139,16,10,1023x711,727353
00000134_(6).jpg,16.2707,16,10,1600x1060,1696000
00000134_(7).jpg,13.4970,16,10,1600x900,1440000
00000135.jpg,15.7865,16,10,1600x1067,1707200
00000135_(2).jpg,13.1914,16,10,1600x900,1440000
00000135_(3).jpg,6.4283,16,10,1024x683,699392
00000135_(4).jpg,3.6609,16,10,816x475,387600
00000135_(5).jpg,15.3173,16,10,1599x1017,1626183
00000135_(6).jpg,16.2320,16,10,1600x1068,1708800
00000136.jpg,3.9798,16,10,1024x362,370688
00000136_(2).jpg,17.8306,16,10,1600x1066,1705600
00000136_(3).jpg,5.4323,16,10,1024x577,590848
00000136_(4).jpg,4.2985,16,10,900x540,486000
00000136_(5).jpg,15.8680,16,10,1600x1064,1702400
00000136_(6).jpg,16.0930,16,10,1600x1060,1696000
00000137.jpg,4.3663,16,10,600x800,480000
00000137_(2).jpg,6.2053,16,10,800x800,640000
00000137_(3).jpg,16.2013,16,10,1600x1067,1707200
00000137_(4).jpg,5.8501,16,10,800x800,640000
00000137_(5).jpg,16.6598,16,10,1599x1057,1690143
00000137_(6).jpg,17.1566,16,10,1600x1066,1705600
00000138.jpg,6.0619,16,10,800x800,640000
00000138_(2).jpg,6.5397,16,10,1024x683,699392
00000138_(3).jpg,10.5053,16,10,1024x1024,1048576
00000138_(4).jpg,17.7999,16,10,1600x1066,1705600
00000138_(5).jpg,2.3598,16,10,483x500,241500
00000138_(6).jpg,7.5255,16,10,1024x768,786432
00000139.jpg,16.1638,16,10,1600x1067,1707200
00000139_(2).jpg,6.2530,16,10,800x800,640000
00000139_(3).jpg,7.0029,16,10,1024x710,727040
00000139_(4).jpg,12.3140,16,10,1600x869,1390400
00000139_(5).jpg,3.1466,16,10,640x482,308480
00000139_(6).jpg,16.0036,16,10,1600x1067,1707200
00000140.jpg,9.5880,16,10,1022x1024,1046528
00000140_(2).jpg,15.9350,16,10,1600x1066,1705600
00000140_(3).jpg,16.1433,16,10,1600x1068,1708800
00000140_(4).jpg,6.3182,16,10,1023x681,696663
00000140_(5).jpg,6.2620,16,10,1024x680,696320
00000140_(6).jpg,2.8075,16,10,640x453,289920
00000141.jpg,16.3508,16,10,1600x1067,1707200
00000141_(2).jpg,11.2368,16,10,1599x774,1237626
00000141_(3).jpg,7.6960,16,10,1024x768,786432
00000141_(4).jpg,6.4715,16,10,1024x683,699392
00000141_(5).jpg,5.6747,16,10,675x900,607500
00000141_(6).jpg,16.0200,16,10,1600x1067,1707200
00000142.jpg,8.1067,16,10,1599x523,836277
00000142_(2).jpg,6.0319,16,10,800x800,640000
00000142_(3).jpg,15.4345,16,10,1600x1066,1705600
00000142_(4).jpg,6.3670,16,10,685x1023,700755
00000142_(5).jpg,17.0450,16,10,2048x870,1781760
00000142_(6).jpg,7.0365,16,10,1024x768,786432
00000143.jpg,6.0055,16,10,800x800,640000
00000143_(2).jpg,15.4749,16,10,1599x1066,1704534
00000143_(3).jpg,14.1471,16,10,1600x967,1547200
00000143_(4).jpg,17.1628,16,10,1600x1049,1678400
00000143_(5).jpg,17.2812,16,10,1600x1066,1705600
00000143_(6).jpg,17.4011,16,10,1600x1068,1708800
00000144.jpg,16.5280,16,10,1600x1066,1705600
00000144_(2).jpg,5.8027,16,10,800x800,640000
00000144_(3).jpg,7.0372,16,10,1024x683,699392
00000144_(4).jpg,7.5514,16,10,1024x685,701440
00000144_(5).jpg,7.8313,16,10,767x1024,785408
00000144_(6).jpg,10.9070,16,10,1024x1024,1048576
00000145.jpg,6.3493,16,10,800x800,640000
00000145_(2).jpg,4.7477,16,10,1023x447,457281
00000145_(3).jpg,7.2261,16,10,1024x683,699392
00000145_(4).jpg,17.9920,16,10,1600x1066,1705600
00000145_(5).jpg,4.4799,16,10,531x800,424800
00000145_(6).jpg,8.6540,16,10,1024x768,786432
00000146.jpg,6.7109,16,10,800x800,640000
00000146_(2).jpg,17.3995,16,10,1600x1068,1708800
00000146_(3).jpg,7.7775,16,10,1024x683,699392
00000146_(4).jpg,5.8936,16,10,975x650,633750
00000146_(5).jpg,7.0377,16,10,1024x681,697344
00000146_(6).jpg,17.6821,16,10,1600x1066,1705600
00000147.jpg,7.1445,16,10,999x666,665334
00000147_(2).jpg,8.4817,16,10,1024x746,763904
00000147_(3).jpg,11.0860,16,10,1024x975,998400
00000147_(4).jpg,1.6392,16,10,479x315,150885
00000147_(5).jpg,18.0947,16,10,1600x1067,1707200
00000147_(6).jpg,18.3411,16,10,1600x1061,1697600
00000148.jpg,16.1826,16,10,1600x900,1440000
00000148_(2).jpg,8.9403,16,10,1024x879,900096
00000148_(3).jpg,7.1805,16,10,1024x721,738304
00000148_(4).jpg,2.4273,16,10,640x426,272640
00000148_(5).jpg,16.1241,16,10,1600x1066,1705600
00000148_(6).jpg,7.6839,16,10,1024x768,786432
00000149.jpg,16.4942,16,10,1600x1067,1707200
00000149_(2).jpg,2.7551,16,10,492x639,314388
00000149_(3).jpg,6.4492,16,10,1023x682,697686
00000149_(4).jpg,2.0254,16,10,500x500,250000
00000149_(5).jpg,6.5025,16,10,1024x678,694272
00000149_(6).jpg,16.2914,16,10,1600x1066,1705600
00000150.jpg,6.0927,16,10,800x800,640000
00000150_(2).jpg,15.9037,16,10,1600x1063,1700800
00000150_(3).jpg,15.8038,16,10,1600x1066,1705600
00000150_(4).jpg,3.8714,16,10,538x720,387360
00000150_(5).jpg,14.9502,16,10,1600x904,1446400
00000150_(6).jpg,6.7635,16,10,1023x685,700755
00000151.jpg,5.9850,16,10,800x800,640000
00000151_(2).jpg,16.1436,16,10,1600x1067,1707200
00000151_(3).jpg,5.4897,16,10,1024x537,549888
00000151_(4).jpg,17.2767,16,10,1600x1068,1708800
00000151_(5).jpg,16.8646,16,10,1600x1067,1707200
00000151_(6).jpg,17.9770,16,10,1600x1063,1700800
00000152.jpg,16.0651,16,10,1600x900,1440000
00000152_(2).jpg,4.5726,16,10,533x799,425867
00000152_(3).jpg,7.1862,16,10,1024x700,716800
00000152_(4).jpg,8.5026,16,10,1024x786,804864
00000152_(5).jpg,17.0762,16,10,1600x1039,1662400
00000152_(6).jpg,2.0810,16,10,550x412,226600
00000153.jpg,6.3480,16,10,800x734,587200
00000153_(2).jpg,18.1581,16,10,1600x1067,1707200
00000153_(3).jpg,6.8299,16,10,1024x683,699392
00000153_(4).jpg,7.1380,16,10,1024x768,786432
00000153_(5).jpg,14.1281,16,10,1600x900,1440000
00000153_(6).jpg,17.1455,16,10,1600x1067,1707200
00000154.jpg,5.1584,16,10,1024x481,492544
00000154_(2).jpg,17.4362,16,10,1600x1067,1707200
00000154_(3).jpg,6.9824,16,10,1024x640,655360
00000154_(4).jpg,17.4266,16,10,1600x1066,1705600
00000154_(5).jpg,18.6394,16,10,1600x1060,1696000
00000154_(6).jpg,6.1508,16,10,800x800,640000
00000155.jpg,6.0783,16,10,1600x363,580800
